street,suburb,state,vendor,lat,lon,days_on_site,amenities,bathrooms,cellars,num_floors,monthly_fee_mxn,parking_lots,beds,department_type,m2,final_price,price_square_meter
Roma Privada," Roma Privada, Monterrey",Nuevo Leon,Horacio Zamarripa Rivas,25.6455113,-100.3000259,240,5,2,0,0,0.00,1,3,apt,105.00,5118269.00,48745.42
Venta De Departamento En La Roma," Roma Sur, Cuauhtémoc", Distrito Federal,Skgasesoresinmobiliarios,19.4196927,-99.1560364,365,0,2,0,0,0.00,1,2,apt,129.00,8200000.00,63565.89
Veracruz," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.4180125,-99.1748189,210,3,1,0,0,0.00,1,1,apt,58.00,5420077.00,93449.60
Roma Norte, Cuauhtémoc, Distrito Federal,Safe Rent,19.412896,-99.1623996,365,4,2,0,0,0.00,1,2,apt,57.00,4050000.00,71052.63
Roma Sur, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.405299,-99.1649891,14,4,2,0,0,0.00,2,2,apt,130.00,4780000.00,36769.23
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4117559,-99.1649783,365,2,1,0,0,0.00,1,1,apt,58.00,5500000.00,94827.59
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4184822,-99.1614643,90,0,2,0,0,0.00,1,3,apt,80.00,3840000.00,48000.00
Roma Norte, Cuauhtémoc, Distrito Federal,Espaciosurbanosmx,19.4195256,-99.162549,210,2,1,0,0,0.00,1,1,apt,31.00,3060008.00,98709.94
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4017853,-99.168802,90,0,2,0,0,0.00,2,3,apt,157.00,840259.00,5351.97
Av. Cuahtemoc," Roma Sur, Cuauhtémoc", Distrito Federal,Heyserenta Com,19.4055473,-99.1560374,60,5,2,0,0,0.00,1,3,apt,93.00,4190000.00,45053.76
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.413879,-99.160909,41,2,1,0,0,0.00,1,1,apt,60.00,4500000.00,75000.00
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,0.00,1,3,apt,193.00,6195000.00,32098.45
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4296796,-99.1576152,90,0,1,0,0,0.00,1,2,apt,80.00,4200000.00,52500.00
Roma Privada," Roma Privada, Monterrey",Nuevo Leon,Horacio Zamarripa Rivas,25.6446601,-100.2947474,240,5,2,0,0,0.00,1,3,apt,112.00,5511689.00,49211.51
Medellin340," Roma Sur, Cuauhtémoc", Distrito Federal,Círculo Inmobiliario,19.404442,-99.162688,38,0,2,0,0,0.00,1,2,apt,150.00,920000.00,6133.33
Roma Sur, Cuauhtémoc, Distrito Federal,Spacio Bienesraices,19.4036152,-99.1672218,270,5,2,0,0,0.00,1,2,apt,106.00,7126687.00,67232.90
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,3,apt,111.00,6870000.00,61891.89
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,3,apt,180.00,11050000.00,61388.89
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Coldwellbankercity,19.4149444,-99.1600968,120,0,2,0,0,0.00,2,3,apt,108.00,7676040.00,71074.44
Roma Sur, Monterrey,Nuevo Leon,Enders Inmuebles,25.6471662,-100.2975775,120,4,2,0,0,0.00,2,2,apt,82.00,4100000.00,50000.00
Nayarit," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4100273,-99.161073,90,0,2,0,0,0.00,1,2,apt,77.00,4700000.00,61038.96
Roma Norte, Cuauhtémoc, Distrito Federal,Constantino Bienes Raices,19.4158447,-99.1592414,20,3,1,0,0,0.00,1,2,apt,88.00,2690000.00,30568.18
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0.00,1,2,apt,85.00,4595000.00,54058.82
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,93.00,6306550.00,67812.37
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,3,apt,112.00,6790000.00,60625.00
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,134.00,7650000.00,57089.55
Cuahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,8,0,2,1,6,0.00,2,2,apt,83.17,5363485.00,64488.22
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,103.00,7780000.00,75533.98
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,1,0,0,0.00,1,3,apt,163.00,10200000.00,62576.69
2 De Abril- Jesus Dionisio Gonzalez," Roma, Monterrey",Nuevo Leon,C21 Solorzanoyasociados,25.6542625,-100.2978762,90,0,2,0,0,0.00,1,4,apt,85.50,4084722.00,47774.53
Av Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.422946,-99.1652713,240,4,2,0,0,0.00,1,2,apt,93.00,4595000.00,49408.60
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4127648,-99.1605674,365,3,1,0,0,0.00,1,2,apt,84.00,5500000.00,65476.19
Cordoba," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4147648,-99.1578207,25,5,2,0,0,0.00,1,3,apt,86.00,4495000.00,52267.44
Roma Sursn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,3,apt,112.00,6870000.00,61339.29
Snsm," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,137.00,9905250.00,72301.09
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,90.00,6451941.00,71688.23
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,86.00,5999560.00,69762.33
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,95.00,6795009.00,71526.41
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,117.00,7250000.00,61965.81
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,148.00,11390000.00,76959.46
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4168211,-99.1596475,240,4,2,0,0,0.00,2,2,apt,117.00,9350000.00,79914.53
Departamentos En Preventa Zona Tec Monterrey," Roma, Monterrey",Nuevo Leon,Mundo Raiz,25.6559439,-100.2964731,28,7,1,0,1,0.00,1,2,apt,41.00,2392000.00,58341.46
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4226693,-99.1552628,40,5,2,0,0,0.00,2,2,apt,150.00,9190720.00,61271.47
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,137.00,9905250.00,72301.09
Roma Sursn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,3,apt,149.00,9670000.00,64899.33
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,4,0,0,0.00,1,3,apt,117.00,8854256.00,75677.40
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,3,apt,111.00,7010000.00,63153.15
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,108.00,13170500.00,121949.07
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,89.00,8584000.00,96449.44
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,8,0,2,1,7,0.00,2,3,apt,111.00,6790000.00,61171.17
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,2,0,0,0.00,1,2,apt,111.00,5550000.00,50000.00
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4159657,-99.163205,35,7,3,0,0,0.00,2,3,apt,187.00,10850000.00,58021.39
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,78.00,4710600.00,60392.31
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,76.00,6661750.00,87654.61
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,99.00,9694000.00,97919.19
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4155552,-99.1615919,25,5,2,0,0,0.00,2,3,apt,270.00,14040000.00,52000.00
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4084483,-99.1641243,300,4,2,0,0,0.00,1,2,apt,74.00,4369000.00,59040.54
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4058661,-99.1605993,14,6,3,0,0,0.00,2,3,apt,140.00,8706563.00,62189.74
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0.00,1,2,apt,125.00,7350000.00,58800.00
Roma Sursn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,3,apt,112.00,6790000.00,60625.00
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,2,apt,141.00,7550000.00,53546.10
Calle Manzanillo," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4109219,-99.1662218,24,1,1,0,0,0.00,1,1,Loft,52.00,3500000.00,67307.69
Roma Norte, Cuauhtémoc, Distrito Federal,Neximo,19.4146375,-99.1574697,31,0,1,0,0,0.00,1,1,apt,70.00,4320000.00,61714.29
Av. Insurgentes Sur179," Roma Norte, Cuauhtémoc", Distrito Federal,Hc Hogar Bienes Raices,19.421902,-99.1636,55,0,1,0,0,0.00,1,1,apt,34.00,2820000.00,82941.18
Frontera," Roma Norte, Cuauhtémoc", Distrito Federal,Colokrte ,19.4148864,-99.1549892,59,5,2,0,0,0.00,1,2,apt,129.00,8200000.00,63565.89
Chilpancingo," Roma Norte, Cuauhtémoc", Distrito Federal,Colokrte ,19.4047228,-99.1693665,59,2,1,0,0,0.00,1,1,apt,51.00,3268137.00,64081.12
Zacatecas," Roma Sur, Cuauhtémoc", Distrito Federal,Quality Habitat,19.4162304,-99.1575166,60,4,2,0,0,0.00,2,2,apt,127.00,8000000.00,62992.13
Departamentos En Preventa Zona Tec Monterrey," Roma, Monterrey",Nuevo Leon,Mundo Raiz,25.6559439,-100.2964731,44,7,1,0,1,0.00,1,1,apt,40.00,2326000.00,58150.00
Puebla 277 Roma Norte," Roma Norte, Cuauhtémoc", Distrito Federal,Investemx,19.4213841,-99.1690072,60,2,2,0,1,0.00,2,2,apt,71.00,5580000.00,78591.55
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4114483,-99.1611243,60,4,2,0,0,0.00,1,2,apt,74.00,4369000.00,59040.54
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4105302,-99.1656737,150,4,2,0,0,0.00,1,2,apt,81.00,4753000.00,58679.01
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4119026,-99.1596531,150,4,2,0,0,0.00,2,2,apt,97.00,5752000.00,59298.97
Michoacan66," Roma Sur, Cuauhtémoc", Distrito Federal,Graciela Graze,19.411306,-99.173186,240,0,3,0,0,0.00,1,3,apt,186.00,11000000.00,59139.78
Querétaro," Roma Norte, Cuauhtémoc", Distrito Federal,Coldwellbankerpremium,19.4147532,-99.1605853,60,0,2,0,0,0.00,3,3,apt,154.00,17864000.00,116000.00
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4114483,-99.1611243,365,4,2,0,0,0.00,1,2,apt,90.00,4300000.00,47777.78
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4156597,-99.164933,365,7,3,0,0,0.00,2,3,apt,220.00,13500000.00,61363.64
Morelia," Roma Norte, Cuauhtémoc", Distrito Federal,Almanza Inmobiliaria,19.4199917,-99.15528,14,5,2,0,0,0.00,1,3,apt,99.00,5140000.00,51919.19
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4155552,-99.1615919,25,4,2,0,0,0.00,2,2,apt,161.00,8398000.00,52161.49
Departamentos En Preventa Zona Tec Monterrey," Roma, Monterrey",Nuevo Leon,Mundo Raiz,25.6559439,-100.2964731,28,7,1,0,1,0.00,1,3,apt,82.00,4250000.00,51829.27
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,56.00,4496000.00,80285.71
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,2,apt,7210.00,4198000.00,582.25
Puebla 277 Roma Norte," Roma Norte, Cuauhtémoc", Distrito Federal,Investemx,19.4213841,-99.1690072,60,2,2,0,1,0.00,2,2,apt,71.00,5625000.00,79225.35
Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal,Investemx,19.4213841,-99.1690072,60,2,2,0,1,0.00,2,2,apt,104.00,7390000.00,71057.69
Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal,Investemx,19.4213841,-99.1690072,60,3,3,0,2,0.00,2,3,apt,123.00,13800000.00,112195.12
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Remax Real Estate Consultants,19.4088,-99.1637,120,0,1,0,4,0.00,1,2,apt,66.00,4340240.00,65761.21
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4028811,-99.168873,21,3,1,0,0,0.00,1,2,apt,53.00,3590000.00,67735.85
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,3,1,1,0.00,2,3,apt,140.00,8706563.00,62189.74
Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal,Investemx,19.4213841,-99.1690072,60,3,2,0,2,0.00,2,3,apt,108.00,12400000.00,114814.81
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,120,3,1,0,0,0.00,1,2,apt,66.00,4340240.00,65761.21
Alejandria," Roma Sur, Monterrey",Nuevo Leon,Century21platinumrealty,25.656675,-100.2944792,120,0,2,0,0,0.00,2,2,apt,82.80,3923802.00,47388.91
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4029252,-99.1680476,90,0,2,0,0,0.00,1,2,apt,99.00,6580413.00,66468.82
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4137406,-99.1610013,11,0,1,0,0,0.00,1,1,apt,60.00,4296668.00,71611.13
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4356338,-99.1495107,11,0,1,0,0,0.00,1,1,apt,44.00,3615970.00,82181.14
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4030025,-99.1687442,21,2,1,0,0,0.00,1,1,apt,51.00,3270000.00,64117.65
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Mym Consultores Inmobiliarios,19.4030025,-99.1687442,22,2,1,0,0,0.00,1,1,apt,51.00,3270000.00,64117.65
Bajío315," Roma Sur, Cuauhtémoc", Distrito Federal,Hc Hogar Bienes Raices,19.402932,-99.168069,55,0,2,0,0,0.00,1,2,apt,91.00,6870000.00,75494.51
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0.00,1,1,apt,54.00,4321857.00,80034.39
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4052563,-99.1662026,365,5,2,0,0,0.00,2,3,apt,120.00,8700000.00,72500.00
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4239626,-99.1609669,90,0,1,0,0,0.00,1,3,apt,75.00,900901.00,12012.01
Alejandria," Roma Sur, Monterrey",Nuevo Leon,Century21platinumrealty,25.656675,-100.2944792,120,0,1,0,0,0.00,2,1,apt,41.03,2176522.00,53047.09
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4127648,-99.1605674,365,4,2,0,0,0.00,1,2,apt,103.00,6500000.00,63106.80
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,4.00,2,2,apt,107.00,7040000.00,65794.39
Acayucan  48," Roma Sur, Cuauhtémoc", Distrito Federal,Universum Real Estate,19.4043616,-99.1566638,120,0,2,0,0,0.00,1,2,apt,83.00,3890000.00,46867.47
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4155552,-99.1615919,25,5,2,0,0,0.00,2,3,apt,202.00,10513880.00,52048.91
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4108805,-99.1652582,210,5,2,0,0,0.00,2,2,apt,180.00,7780000.00,43222.22
Calle Querétaro," Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc", Distrito Federal,Mater Bienes Raices,19.4148447,-99.1602414,365,0,1,0,6,0.00,1,1,apt,112.00,6750000.00,60267.86
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4088805,-99.1672582,60,5,2,0,0,0.00,2,2,apt,180.00,7780000.00,43222.22
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4134483,-99.1591243,300,4,2,0,0,0.00,1,2,apt,75.00,4369000.00,58253.33
Iguala," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4019788,-99.1674782,270,6,2,0,0,0.00,2,3,apt,132.00,6800000.00,51515.15
Zacatecas," Roma Sur, Cuauhtémoc", Distrito Federal,Quality Habitat,19.4162334,-99.1574852,60,4,2,0,0,0.00,2,2,apt,128.00,9481000.00,74070.31
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4056152,-99.1652218,330,5,2,0,0,0.00,2,2,apt,188.00,8850000.00,47074.47
Córdoba 229," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,7,0.00,1,2,apt,70.00,5135000.00,73357.14
Córdoba  229," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,7,0.00,2,2,apt,107.00,9736000.00,90990.65
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Coldwellbankeribanza,19.4085287,-99.1660473,150,0,2,0,0,0.00,1,2,apt,151.00,9344300.00,61882.78
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4188488,-99.1613324,330,5,2,0,0,0.00,2,2,apt,215.00,12900000.00,60000.00
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4168211,-99.1596475,300,4,2,0,0,0.00,2,2,apt,194.00,10050000.00,51804.12
Guanajuato 000," Roma Norte, Cuauhtémoc", Distrito Federal,Bernadette Carral K ,19.4168211,-99.1596475,730,0,2,1,3,0.00,2,2,apt,143.00,12000000.00,83916.08
Santa Rosa (ciudad), Tijuana, Baja California,Primerobienesraces,32.5287257,-117.063962,28,4,2,0,0,0.00,2,2,apt,88.00,3100000.00,35227.27
Roma  Esquina Av. Chapultepec Venta Depto.," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4202476,-99.1763064,45,4,2,0,0,0.00,2,2,apt,110.00,5800000.00,52727.27
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4058661,-99.1605993,19,4,2,0,0,0.00,2,2,apt,93.00,6643287.00,71433.19
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4115632,-99.1605358,35,4,2,0,0,0.00,1,2,apt,78.00,4643800.00,59535.90
Tlaxcala100," Roma Sur, Cuauhtémoc", Distrito Federal,Sitio Capital ,19.407535,-99.165698,150,0,2,0,0,0.00,1,2,apt,100.00,4900000.00,49000.00
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4221343,-99.15656,365,4,2,0,0,0.00,1,2,apt,146.00,8400000.00,57534.25
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4148447,-99.1602414,15,0,2,0,0,0.00,1,2,apt,80.00,6450000.00,80625.00
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4115632,-99.1605358,21,4,2,0,0,0.00,1,2,apt,70.00,4655643.00,66509.19
Av Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0.00,1,2,apt,85.00,4445000.00,52294.12
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Cattoribr,19.4240896,-99.1598208,60,4,2,0,0,0.00,1,2,apt,123.00,6950000.00,56504.07
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,75.00,4536860.00,60491.47
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4114483,-99.1611243,60,4,2,0,0,0.00,1,2,apt,75.00,4369000.00,58253.33
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4046152,-99.1662218,60,5,2,0,0,0.00,2,2,apt,188.00,8850000.00,47074.47
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,8,0,1,1,5,0.00,1,1,apt,41.00,3269750.00,79750.00
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4058661,-99.1605993,19,4,2,0,0,0.00,1,2,apt,93.00,5653289.00,60788.05
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,78.00,4714700.00,60444.87
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4114483,-99.1611243,60,4,2,0,0,0.00,1,2,apt,86.00,4369000.00,50802.33
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,11,0,1,0,0,0.00,1,1,apt,47.00,3715282.00,79048.55
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,0.00,2,2,apt,107.00,7040000.00,65794.39
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,6,0.00,2,2,apt,270.00,14040000.00,52000.00
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0.00,1,2,apt,76.00,4578160.00,60238.95
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0.00,1,2,apt,75.00,4539220.00,60522.93
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Mi Casa Propia,19.4114483,-99.1611243,300,4,2,0,0,0.00,1,2,apt,86.00,4369000.00,50802.33
Tonala," Roma Sur, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4076742,-99.1600444,365,0,2,0,0,0.00,1,2,apt,64.00,4186666.00,65416.66
Roma Norte, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4117924,-99.1651247,210,3,1,0,0,0.00,1,1,apt,42.00,2890000.00,68809.52
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4127648,-99.1605674,365,2,1,0,0,0.00,1,1,apt,90.00,5500000.00,61111.11
Hermosillo," Roma Sur, Cuauhtémoc", Distrito Federal,Remax Prosperity,19.4019,-99.1685,25,0,2,0,0,0.00,1,3,apt,85.00,2900000.00,34117.65
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4098805,-99.1662582,210,5,2,0,0,0.00,2,2,apt,195.00,8700000.00,44615.38
Tonala," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,1,1,1,0.00,2,2,apt,90.00,3812941.00,42366.01
Pirineos," Roma, Monterrey",Nuevo Leon,Diga Inmuebles,25.653993,-100.2950482,90,2,1,0,0,0.00,1,1,apt,40.00,2186521.00,54663.03
Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.4229547,-99.1652534,210,2,1,0,0,0.00,1,1,apt,37.00,2878798.00,77805.35
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4088805,-99.1672582,60,5,2,0,0,0.00,2,2,apt,195.00,8700000.00,44615.38
Sinaloa," Roma Sur, Cuauhtémoc", Distrito Federal,Organizacion Serrano,19.4203748,-99.168491,270,2,1,0,0,0.00,1,1,apt,80.00,5500000.00,68750.00
Querétaro," Roma Norte, Cuauhtémoc", Distrito Federal,Quality Habitat,19.4148155,-99.1603133,60,6,3,0,0,0.00,2,3,apt,108.00,7715000.00,71435.19
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Licmarthasbarandalicmar,19.4158401,-99.1596792,150,5,2,0,0,0.00,2,3,apt,90.00,4495000.00,49944.44
Chilpancingo," Roma Norte, Cuauhtémoc", Distrito Federal,Colokrte ,19.4047228,-99.1693665,59,3,1,0,0,0.00,1,2,apt,53.00,3588410.00,67705.85
