street,suburb,state,vendor,lat,lon,days_on_site,amenities,bathrooms,cellars,num_floors,monthly_fee_mxn,parking_lots,beds,department_type,m2,final_price,price_square_meter
Snsm," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,137,9905250,72301.09
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,90,6451941,71688.23
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,86,5999560,69762.33
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,95,6795009,71526.41
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,117,7250000,61965.81
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,148,11390000,76959.46
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4168211,-99.1596475,240,4,2,0,0,0,2,2,apt,117,9350000,79914.53
Departamentos En Preventa Zona Tec Monterrey," Roma, Monterrey",Nuevo Leon,Mundo Raiz,25.6559439,-100.2964731,28,7,1,0,1,0,1,2,apt,41,2392000,58341.46
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4226693,-99.1552628,40,5,2,0,0,0,2,2,apt,150,9190720,61271.47
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,137,9905250,72301.09
Roma Sursn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,3,apt,149,9670000,64899.33
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,4,0,0,0,1,3,apt,117,8854256,75677.4
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,3,apt,111,7010000,63153.15
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,108,13170500,121949.07
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,89,8584000,96449.44
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,8,0,2,1,7,0,2,3,apt,111,6790000,61171.17
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,2,0,0,0,1,2,apt,111,5550000,50000
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4159657,-99.163205,35,7,3,0,0,0,2,3,apt,187,10850000,58021.39
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,78,4710600,60392.31
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,76,6661750,87654.61
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,99,9694000,97919.19
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4155552,-99.1615919,25,5,2,0,0,0,2,3,apt,270,14040000,52000
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4084483,-99.1641243,300,4,2,0,0,0,1,2,apt,74,4369000,59040.54
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4058661,-99.1605993,14,6,3,0,0,0,2,3,apt,140,8706563,62189.74
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,3,0,0,0,1,2,apt,125,7350000,58800
Roma Sursn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,3,apt,112,6790000,60625
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,2,apt,141,7550000,53546.1
Calle Manzanillo," Roma Norte, Cuauhtémoc", Distrito Federal,Houm,19.4109219,-99.1662218,24,1,1,0,0,0,1,1,Loft,52,3500000,67307.69
Roma Norte, Cuauhtémoc, Distrito Federal,Neximo,19.4146375,-99.1574697,31,0,1,0,0,0,1,1,apt,70,4320000,61714.29
Av. Insurgentes Sur179," Roma Norte, Cuauhtémoc", Distrito Federal,Hc Hogar Bienes Raices,19.421902,-99.1636,55,0,1,0,0,0,1,1,apt,34,2820000,82941.18
Frontera," Roma Norte, Cuauhtémoc", Distrito Federal,Colokrte ,19.4148864,-99.1549892,59,5,2,0,0,0,1,2,apt,129,8200000,63565.89
Chilpancingo," Roma Norte, Cuauhtémoc", Distrito Federal,Colokrte ,19.4047228,-99.1693665,59,2,1,0,0,0,1,1,apt,51,3268137,64081.12
Zacatecas," Roma Sur, Cuauhtémoc", Distrito Federal,Quality Habitat,19.4162304,-99.1575166,60,4,2,0,0,0,2,2,apt,127,8000000,62992.13
Departamentos En Preventa Zona Tec Monterrey," Roma, Monterrey",Nuevo Leon,Mundo Raiz,25.6559439,-100.2964731,44,7,1,0,1,0,1,1,apt,40,2326000,58150
Puebla 277 Roma Norte," Roma Norte, Cuauhtémoc", Distrito Federal,Investemx,19.4213841,-99.1690072,60,2,2,0,1,0,2,2,apt,71,5580000,78591.55
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4114483,-99.1611243,60,4,2,0,0,0,1,2,apt,74,4369000,59040.54
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4105302,-99.1656737,150,4,2,0,0,0,1,2,apt,81,4753000,58679.01
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4119026,-99.1596531,150,4,2,0,0,0,2,2,apt,97,5752000,59298.97
Michoacan66," Roma Sur, Cuauhtémoc", Distrito Federal,Graciela Graze,19.411306,-99.173186,240,0,3,0,0,0,1,3,apt,186,11000000,59139.78
Querétaro," Roma Norte, Cuauhtémoc", Distrito Federal,Coldwellbankerpremium,19.4147532,-99.1605853,60,0,2,0,0,0,3,3,apt,154,17864000,116000
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4114483,-99.1611243,365,4,2,0,0,0,1,2,apt,90,4300000,47777.78
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4156597,-99.164933,365,7,3,0,0,0,2,3,apt,220,13500000,61363.64
Morelia," Roma Norte, Cuauhtémoc", Distrito Federal,Almanza Inmobiliaria,19.4199917,-99.15528,14,5,2,0,0,0,1,3,apt,99,5140000,51919.19
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4155552,-99.1615919,25,4,2,0,0,0,2,2,apt,161,8398000,52161.49
Departamentos En Preventa Zona Tec Monterrey," Roma, Monterrey",Nuevo Leon,Mundo Raiz,25.6559439,-100.2964731,28,7,1,0,1,0,1,3,apt,82,4250000,51829.27
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,56,4496000,80285.71
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,2,apt,7210,4198000,582.25
Puebla 277 Roma Norte," Roma Norte, Cuauhtémoc", Distrito Federal,Investemx,19.4213841,-99.1690072,60,2,2,0,1,0,2,2,apt,71,5625000,79225.35
Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal,Investemx,19.4213841,-99.1690072,60,2,2,0,1,0,2,2,apt,104,7390000,71057.69
Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal,Investemx,19.4213841,-99.1690072,60,3,3,0,2,0,2,3,apt,123,13800000,112195.12
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Remax Real Estate Consultants,19.4088,-99.1637,120,0,1,0,4,0,1,2,apt,66,4340240,65761.21
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4028811,-99.168873,21,3,1,0,0,0,1,2,apt,53,3590000,67735.85
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,3,1,1,0,2,3,apt,140,8706563,62189.74
Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal,Investemx,19.4213841,-99.1690072,60,3,2,0,2,0,2,3,apt,108,12400000,114814.81
Roma Sur, Cuauhtémoc, Distrito Federal,Nik Bienesraices,19.405299,-99.1649891,120,3,1,0,0,0,1,2,apt,66,4340240,65761.21
Alejandria," Roma Sur, Monterrey",Nuevo Leon,Century21platinumrealty,25.656675,-100.2944792,120,0,2,0,0,0,2,2,apt,82.8,3923802,47388.91
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Circulobienesraices,19.4029252,-99.1680476,90,0,2,0,0,0,1,2,apt,99,6580413,66468.82
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4137406,-99.1610013,11,0,1,0,0,0,1,1,apt,60,4296668,71611.13
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4356338,-99.1495107,11,0,1,0,0,0,1,1,apt,44,3615970,82181.14
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4030025,-99.1687442,21,2,1,0,0,0,1,1,apt,51,3270000,64117.65
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Mym Consultores Inmobiliarios,19.4030025,-99.1687442,22,2,1,0,0,0,1,1,apt,51,3270000,64117.65
Bajío315," Roma Sur, Cuauhtémoc", Distrito Federal,Hc Hogar Bienes Raices,19.402932,-99.168069,55,0,2,0,0,0,1,2,apt,91,6870000,75494.51
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,54,4321857,80034.39
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4052563,-99.1662026,365,5,2,0,0,0,2,3,apt,120,8700000,72500
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.4239626,-99.1609669,90,0,1,0,0,0,1,3,apt,75,900901,12012.01
Alejandria," Roma Sur, Monterrey",Nuevo Leon,Century21platinumrealty,25.656675,-100.2944792,120,0,1,0,0,0,2,1,apt,41.03,2176522,53047.09
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4127648,-99.1605674,365,4,2,0,0,0,1,2,apt,103,6500000,63106.8
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,4,2,2,apt,107,7040000,65794.39
Acayucan  48," Roma Sur, Cuauhtémoc", Distrito Federal,Universum Real Estate,19.4043616,-99.1566638,120,0,2,0,0,0,1,2,apt,83,3890000,46867.47
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4155552,-99.1615919,25,5,2,0,0,0,2,3,apt,202,10513880,52048.91
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4108805,-99.1652582,210,5,2,0,0,0,2,2,apt,180,7780000,43222.22
Calle Querétaro," Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc", Distrito Federal,Mater Bienes Raices,19.4148447,-99.1602414,365,0,1,0,6,0,1,1,apt,112,6750000,60267.86
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4088805,-99.1672582,60,5,2,0,0,0,2,2,apt,180,7780000,43222.22
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4134483,-99.1591243,300,4,2,0,0,0,1,2,apt,75,4369000,58253.33
Iguala," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4019788,-99.1674782,270,6,2,0,0,0,2,3,apt,132,6800000,51515.15
Zacatecas," Roma Sur, Cuauhtémoc", Distrito Federal,Quality Habitat,19.4162334,-99.1574852,60,4,2,0,0,0,2,2,apt,128,9481000,74070.31
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4056152,-99.1652218,330,5,2,0,0,0,2,2,apt,188,8850000,47074.47
Córdoba 229," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,7,0,1,2,apt,70,5135000,73357.14
Córdoba  229," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,7,0,2,2,apt,107,9736000,90990.65
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Coldwellbankeribanza,19.4085287,-99.1660473,150,0,2,0,0,0,1,2,apt,151,9344300,61882.78
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4188488,-99.1613324,330,5,2,0,0,0,2,2,apt,215,12900000,60000
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4168211,-99.1596475,300,4,2,0,0,0,2,2,apt,194,10050000,51804.12
Guanajuato 000," Roma Norte, Cuauhtémoc", Distrito Federal,Bernadette Carral K ,19.4168211,-99.1596475,730,0,2,1,3,0,2,2,apt,143,12000000,83916.08
Santa Rosa (ciudad), Tijuana, Baja California,Primerobienesraces,32.5287257,-117.063962,28,4,2,0,0,0,2,2,apt,88,3100000,35227.27
Roma  Esquina Av. Chapultepec Venta Depto.," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4202476,-99.1763064,45,4,2,0,0,0,2,2,apt,110,5800000,52727.27
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4058661,-99.1605993,19,4,2,0,0,0,2,2,apt,93,6643287,71433.19
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4115632,-99.1605358,35,4,2,0,0,0,1,2,apt,78,4643800,59535.9
Tlaxcala100," Roma Sur, Cuauhtémoc", Distrito Federal,Sitio Capital ,19.407535,-99.165698,150,0,2,0,0,0,1,2,apt,100,4900000,49000
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4221343,-99.15656,365,4,2,0,0,0,1,2,apt,146,8400000,57534.25
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4148447,-99.1602414,15,0,2,0,0,0,1,2,apt,80,6450000,80625
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4115632,-99.1605358,21,4,2,0,0,0,1,2,apt,70,4655643,66509.19
Av Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,1,0,1,2,apt,85,4445000,52294.12
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Cattoribr,19.4240896,-99.1598208,60,4,2,0,0,0,1,2,apt,123,6950000,56504.07
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,75,4536860,60491.47
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4114483,-99.1611243,60,4,2,0,0,0,1,2,apt,75,4369000,58253.33
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4046152,-99.1662218,60,5,2,0,0,0,2,2,apt,188,8850000,47074.47
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,8,0,1,1,5,0,1,1,apt,41,3269750,79750
Linares," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4058661,-99.1605993,19,4,2,0,0,0,1,2,apt,93,5653289,60788.05
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,78,4714700,60444.87
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4114483,-99.1611243,60,4,2,0,0,0,1,2,apt,86,4369000,50802.33
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,11,0,1,0,0,0,1,1,apt,47,3715282,79048.55
Roma Sur, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.405299,-99.1649891,12,0,3,0,0,0,2,2,apt,107,7040000,65794.39
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,2,1,6,0,2,2,apt,270,14040000,52000
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,2,0,0,0,1,2,apt,76,4578160,60238.95
Snsn," Roma Sur, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.405299,-99.164989,60,0,2,0,0,0,1,2,apt,75,4539220,60522.93
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Mi Casa Propia,19.4114483,-99.1611243,300,4,2,0,0,0,1,2,apt,86,4369000,50802.33
Tonala," Roma Sur, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4076742,-99.1600444,365,0,2,0,0,0,1,2,apt,64,4186666,65416.66
Roma Norte, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4117924,-99.1651247,210,3,1,0,0,0,1,1,apt,42,2890000,68809.52
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4127648,-99.1605674,365,2,1,0,0,0,1,1,apt,90,5500000,61111.11
Hermosillo," Roma Sur, Cuauhtémoc", Distrito Federal,Remax Prosperity,19.4019,-99.1685,25,0,2,0,0,0,1,3,apt,85,2900000,34117.65
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4098805,-99.1662582,210,5,2,0,0,0,2,2,apt,195,8700000,44615.38
Tonala," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,1,1,1,0,2,2,apt,90,3812941,42366.01
Pirineos," Roma, Monterrey",Nuevo Leon,Diga Inmuebles,25.653993,-100.2950482,90,2,1,0,0,0,1,1,apt,40,2186521,54663.03
Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Espaciosurbanosmx,19.4229547,-99.1652534,210,2,1,0,0,0,1,1,apt,37,2878798,77805.35
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4088805,-99.1672582,60,5,2,0,0,0,2,2,apt,195,8700000,44615.38
Sinaloa," Roma Sur, Cuauhtémoc", Distrito Federal,Organizacion Serrano,19.4203748,-99.168491,270,2,1,0,0,0,1,1,apt,80,5500000,68750
Querétaro," Roma Norte, Cuauhtémoc", Distrito Federal,Quality Habitat,19.4148155,-99.1603133,60,6,3,0,0,0,2,3,apt,108,7715000,71435.19
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Licmarthasbarandalicmar,19.4158401,-99.1596792,150,5,2,0,0,0,2,3,apt,90,4495000,49944.44
Chilpancingo," Roma Norte, Cuauhtémoc", Distrito Federal,Colokrte ,19.4047228,-99.1693665,59,3,1,0,0,0,1,2,apt,53,3588410,67705.85
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,1,0,0,2,2,Loft,79,6105892,77289.77
Snn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,4,0,0,0,1,3,apt,284,14700000,51760.56
Guanajuato 000," Roma Norte, Cuauhtémoc", Distrito Federal,Bernadette Carral K ,19.4168211,-99.1596475,730,0,2,1,4,0,2,2,apt,143,12800000,89510.49
Córdoba," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,1,1,6,0,1,2,apt,63,4774000,75777.78
Insurgentes Sur," Roma Norte, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4147924,-99.1621247,60,3,1,0,0,0,1,1,apt,42,2890000,68809.52
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4229547,-99.1652534,210,0,2,0,0,0,1,2,apt,34,2793102,82150.06
Frontera," Roma Norte, Cuauhtémoc", Distrito Federal,Cbmobikapremium,19.4181531,-99.1652014,150,0,3,0,0,0,1,2,apt,165,8200000,49696.97
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,24,2,2,0,0,0,2,2,Loft,89,6360510,71466.4
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Casasydepas Com,19.4148447,-99.1602414,25,5,2,0,0,0,2,2,apt,108,7667000,70990.74
Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Inmuebles Hahn,19.4061693,-99.1602704,180,4,2,0,0,0,2,2,apt,136,5150000,37867.65
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4134483,-99.1591243,330,4,2,0,0,0,1,2,apt,64,4369000,68265.63
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,4,0,0,0,1,3,apt,200,12900000,64500
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0,2,2,Loft,81,6084392,75115.95
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4182766,-99.166438,18,5,2,0,0,0,2,2,apt,98,12146070,123939.49
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4086981,-99.1669069,31,0,2,0,0,0,2,2,apt,117,7250000,61965.81
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0,1,2,Loft,66,3999900,60604.55
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,1,0,0,1,2,Loft,88,5299900,60226.14
Huatabampo," Roma Sur, Cuauhtémoc", Distrito Federal,Sspropiedades,19.4073996,-99.1571281,330,0,2,0,0,0,1,2,apt,100,5519000,55190
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4182766,-99.166438,33,4,2,0,0,0,2,2,apt,101,7257350,71854.95
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0,1,2,Loft,78,4710600,60392.31
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0,1,2,Loft,75,4714700,62862.67
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Cattoribr,19.4240896,-99.1598208,60,4,2,0,0,0,1,2,apt,86,5340000,62093.02
Snsn," Roma Norte, Cuauhtémoc", Distrito Federal,Buscatuhogarmexico,19.419526,-99.162549,60,0,1,0,0,0,1,1,apt,51,4976000,97568.63
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0,1,2,Loft,67,4049900,60446.27
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0,1,2,Loft,68,4149900,61027.94
Roma Norte, Cuauhtémoc, Distrito Federal,Rent A House Cdmx,19.4195256,-99.162549,12,0,3,0,0,0,1,2,apt,122,8400000,68852.46
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0,2,2,Loft,88,6380520,72505.91
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0,2,2,Loft,100,8026360,80263.6
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0,1,2,Loft,76,6661750,87654.61
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4038108,-99.1624633,60,2,2,0,0,0,1,2,Loft,67,4805142,71718.54
Tonalá," Roma Sur, Cuauhtémoc", Distrito Federal,Grupo Inmobiliario Gid13,19.4114483,-99.1611243,60,4,2,0,0,0,1,2,apt,64,4369000,68265.63
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4030527,-99.1678785,24,3,2,0,0,0,2,3,Loft,99,10200000,103030.3
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4030527,-99.1678785,24,3,2,0,0,0,2,3,Loft,111,9880000,89009.01
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4030527,-99.1678785,24,3,2,0,0,0,2,3,Loft,113,11050000,97787.61
Calle Bajío," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4030527,-99.1678785,24,3,2,0,0,0,2,3,Loft,111,9670000,87117.12
Roma Sur, Cuauhtémoc, Distrito Federal,Neximo,19.4029964,-99.1683906,31,0,1,0,0,0,1,1,apt,66,3771278,57140.58
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0,1,2,Loft,93,6306550,67812.37
Coahuila," Roma Sur, Cuauhtémoc", Distrito Federal,Houm,19.4115152,-99.1623461,48,2,2,0,0,0,2,2,Loft,86,5845980,67976.51
Tabasco," Roma Norte, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4194601,-99.1581372,365,5,2,0,0,0,2,2,apt,204,17330000,84950.98
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4217314,-99.160594,300,4,1,0,0,0,1,3,apt,156,5900000,37820.51
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4068805,-99.1692582,330,5,2,0,0,0,2,2,apt,198,8952615,45215.23
Roma Norte, Cuauhtémoc, Distrito Federal,Expmexico Realtors,19.4195256,-99.162549,120,0,3,0,0,0,1,3,apt,284,12900000,45422.54
Roma Norte, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.4195256,-99.162549,120,3,1,0,0,0,1,1,apt,69,5000000,72463.77
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4093009,-99.1574399,60,4,2,0,0,0,2,2,apt,185,6976349,37709.99
SN,Cuauhtemoc, Distrito Federal,Rematadascom,19.4168211,-99.1596475,90,0,2,0,0,0,1,2,apt,83,1200000,14457.83
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Bernadette Carral K ,19.4168211,-99.1596475,120,5,2,0,0,0,2,2,apt,187,12000000,64171.12
Roma Sur, Cuauhtémoc, Distrito Federal,Mi Casa Propia,19.4026152,-99.1682218,210,5,2,0,0,0,2,2,apt,134,7650000,57089.55
